node,lon,lat,imbalance
178,-97.67507464,30.48068297,0
179,-97.90207014,30.19532636,0
180,-97.68736859,30.44255864,0
181,-97.78116088,30.1009485,0
182,-97.80772648,30.29361026,0
183,-97.67169681,30.34683786,0
184,-97.84297853,30.13872299,0
185,-97.69794883,30.51790866,0
186,-97.59093472,30.22619124,0
187,-97.64529657,30.42289771,0
188,-97.70504159,30.29210632,0
189,-97.86352922,30.33119754,0
190,-97.61147053,30.44432446,0
191,-97.72174883,30.48753909,0
192,-97.99938155,30.42842179,0
193,-97.96395974,30.51288633,0
194,-97.53261293,30.35970827,0
195,-97.87004111,30.15562936,0
196,-97.71598091,30.30362438,0
197,-97.6760763,30.52471365,0
198,-97.70262716,30.31966072,0
199,-97.70330242,30.39025537,0
200,-97.51869462,30.34981632,0
201,-97.85420933,30.46300475,0
202,-97.74880371,30.23670359,0
203,-97.76221138,30.25134937,0
204,-97.67015486,30.30582413,0
205,-97.68528003,30.31171546,0
206,-97.74440425,30.20881164,0
207,-97.7165526,30.27222419,0
208,-97.67312625,30.42517954,0
209,-97.57570683,30.25529541,0
210,-97.76677912,30.26513029,0
211,-97.67542805,30.40481167,0
212,-97.76101409,30.53576606,0
213,-97.6433179,30.47008492,0
214,-97.83863094,30.56497283,0
215,-97.75264837,30.18051499,0
216,-97.75209541,30.33960241,0
217,-97.79402533,30.23321504,0
218,-98.01800742,30.3525729,0
219,-97.75549233,30.36116471,0
220,-97.98299556,30.46436904,0
221,-97.69079036,30.49349764,0
222,-97.62324256,30.27838774,0
223,-97.89438197,30.22294116,0
224,-97.74997602,30.43870327,0
225,-97.74695563,30.50014996,0
226,-97.67546605,30.44459007,0
227,-97.85303218,30.31967472,0
228,-97.88887089,30.38282726,0
229,-97.72306717,30.30448948,0
230,-97.69083724,30.34581366,0
231,-97.77214206,30.23346768,0
232,-98.00795349,30.35203159,0
233,-97.6890289,30.32191887,0
234,-97.79003916,30.19357086,0
235,-97.63460197,30.48581275,0
236,-97.7378731,30.19331609,0
237,-97.74454754,30.36121104,0
238,-97.78191684,30.31171698,0
239,-97.76305152,30.22786487,0
240,-97.71016217,30.29053196,0
241,-97.99157874,30.46966209,0
242,-97.801857,30.28417724,0
243,-97.86084793,30.35002658,0
244,-97.73976781,30.19125399,0
245,-97.71456584,30.35767047,0
246,-97.85845019,30.2447931,0
247,-97.63664967,30.49846993,0
248,-97.87611678,30.24302418,0
249,-97.74401257,30.48843738,0
250,-97.91086615,30.27758423,0
251,-97.82064925,30.19988543,0
252,-97.73402345,30.42053563,0
253,-97.75040657,30.29967227,0
254,-97.56048844,30.47672415,0
255,-97.64113974,30.44854734,0
256,-97.67064917,30.37751795,0
257,-97.79362667,30.1714252,0
258,-97.68731663,30.48638786,0
259,-97.65913445,30.39380836,0
260,-97.84623332,30.47749273,0
261,-97.69905092,30.49678353,0
262,-97.61625854,30.43437244,0
263,-97.97275163,30.47781772,0
264,-97.86889117,30.54061754,0
265,-97.81235219,30.48067974,0
266,-97.96844352,30.48822806,0
267,-97.69817544,30.0656819,0
268,-97.72761493,30.26762826,0
269,-97.67463399,30.4914892,0
270,-97.6980188,30.32396436,0
271,-97.79080664,30.4448829,0
272,-97.95347837,30.25848039,0
273,-97.68067915,30.43919986,0
274,-97.55539078,30.46498453,0
275,-97.59978045,30.33662175,0
276,-97.64668856,30.19971102,0
277,-98.0939667,30.37840689,0
278,-97.84559313,30.21006659,0
279,-97.85834292,30.42046826,0
280,-97.86863852,30.07979408,0
281,-97.69967222,30.47670012,0
282,-98.07157077,30.46859119,0
283,-97.65935123,30.32784767,0
284,-97.83734192,30.08234931,0
285,-97.93051898,30.42765162,0
286,-97.83586873,30.47303133,0
287,-97.9561853,30.34940731,0
288,-97.74939471,30.16012306,0
289,-97.76866169,30.32940103,0
290,-97.98010679,30.35337651,0
291,-97.56004959,30.33987887,0
292,-97.91418203,30.27540352,0
293,-98.00495454,30.42160921,0
294,-97.63761572,30.21623044,0
295,-97.72677869,30.29725181,0
296,-97.87317044,30.21800029,0
297,-97.88482908,30.206445,0
298,-97.96593433,30.20350919,0
299,-97.77364724,30.49592289,0
300,-97.7427263,30.48805664,0
301,-97.68808305,30.47842757,0
302,-97.63811685,30.42024583,0
303,-97.66622641,30.37436,0
304,-97.79963021,30.16778609,0
305,-97.68419266,30.49108714,0
306,-97.75542102,30.28722944,0
307,-97.87040502,30.26495884,0
308,-98.0566911,30.2712082,0
309,-97.66383576,30.21538398,0
310,-97.84098842,30.21184683,0
311,-97.57871057,30.23995922,0
312,-97.73430361,30.2803717,0
313,-98.08351625,30.45566988,0
314,-97.72040717,30.06003151,0
315,-97.96485129,30.35483358,0
316,-97.79463267,30.32200247,0
317,-97.78053031,30.23750208,0
318,-97.62244227,30.43551596,0
319,-97.88824539,30.2445508,0
320,-97.72323041,30.35251139,0
321,-97.92284846,30.31215419,0
322,-97.97335224,30.36764679,0
323,-97.80183228,30.30534024,0
324,-97.79690819,30.3137993,0
325,-97.62731249,30.41045217,0
326,-97.71763315,30.33532515,0
327,-97.61722648,30.44800209,0
328,-97.96185426,30.4158292,0
329,-97.92161898,30.18331367,0
330,-97.68968163,30.43553779,0
331,-97.87380678,30.43063612,0
332,-97.88283631,30.18639476,0
333,-97.8434127,30.28169926,0
334,-97.97154449,30.48506649,0
335,-97.673517,30.32627101,0
336,-97.8745096,30.41203669,0
337,-97.6279241,30.17507711,0
338,-97.7317782,30.30141016,0
339,-97.87023151,30.33036662,0
340,-97.66198301,30.3880451,0
341,-97.75110211,30.49090664,0
342,-97.74566452,30.16010967,0
343,-97.74192159,30.19878048,0
344,-97.6762131,30.32980123,0
345,-97.83084546,30.43695524,0
346,-97.78740086,30.2087771,0
347,-97.77999784,30.4252152,0
348,-97.837625,30.48141267,0
349,-97.88708599,30.24092068,0
350,-97.70973673,30.51462767,0
351,-97.75464191,30.18268116,0
352,-97.82513611,30.36980914,0
353,-97.5814944,30.23597675,0
354,-97.57668548,30.10882466,0
355,-97.82653472,30.4793952,0
356,-97.82339865,30.21332713,0
357,-98.12793857,30.42247395,0
358,-97.75615865,30.37821651,0
359,-97.89895111,30.60022183,0
360,-97.62995985,30.40870917,0
361,-97.77465851,30.13071536,0
362,-97.70938117,30.35706118,0
363,-97.97613431,30.44933617,0
364,-97.88168045,30.22278639,0
365,-97.7280625,30.35806636,0
366,-97.80314389,30.25588158,0
367,-97.58423102,30.23670967,0
368,-97.58383876,30.2373311,0
369,-97.91317602,30.17281542,0
370,-97.68991535,30.26422668,0
371,-97.66884662,30.53129965,0
372,-97.63200307,30.41699118,0
373,-97.79777451,30.31653926,0
374,-97.66022481,30.28278641,0
375,-97.84437483,30.2836514,0
376,-97.96138251,30.29447587,0
377,-97.77758428,30.22396987,0
378,-97.88691467,30.20556727,0
379,-97.71184626,30.20612226,0
380,-97.80445727,30.17673041,0
381,-97.79438595,30.18333803,0
382,-97.76696558,30.23934629,0
383,-97.68289495,30.31015164,0
384,-97.6760754,30.33270004,0
385,-97.89289767,30.19350463,0
386,-97.86458004,30.13789918,0
387,-98.06584196,30.39646328,0
388,-97.74160161,30.4381848,0
389,-97.73977578,30.44475237,0
390,-97.92272999,30.29521175,0
391,-97.84545207,30.09537605,0
392,-97.60079064,30.51659933,0
393,-97.80772377,30.1811926,0
394,-98.06522916,30.35753921,0
395,-97.7553887,30.33564999,0
396,-97.75939103,30.37907901,0
397,-97.7582947,30.49974725,0
398,-97.68892816,30.3208692,0
399,-97.76094942,30.46782592,0
400,-97.70069314,30.39400228,0
401,-97.9012973,30.18647445,0
402,-98.04543906,30.41177836,0
403,-97.7009298,30.21826115,0
404,-97.62482176,30.44071748,0
405,-97.7325246,30.19323506,0
406,-97.92752436,30.59667827,0
407,-97.62802008,30.2797308,0
408,-97.61011547,30.47587259,0
409,-97.64430112,30.1590306,0
410,-97.96232882,30.33985583,0
411,-97.86791898,30.20984654,0
412,-97.95476393,30.31732221,0
413,-97.62573167,30.44014011,0
414,-97.79721972,30.46766044,0
415,-97.80305294,30.42382359,0
416,-97.67719296,30.43497312,0
417,-97.87983695,30.37774022,0
418,-97.79667996,30.4914331,0
419,-97.95491307,30.36584527,0
420,-98.05034091,30.39017948,0
421,-97.71351062,30.18828246,0
422,-97.68285852,30.29146091,0
423,-97.77006107,30.49576371,0
424,-97.78809918,30.14372451,0
425,-97.85155229,30.38160718,0
426,-97.82642422,30.27847367,0
427,-97.76638457,30.44630164,0
428,-97.91834795,30.49259997,0
429,-97.80719618,30.14224524,0
430,-97.48708997,30.27990047,0
431,-97.79831846,30.19574002,0
432,-97.61469066,30.34777259,0
433,-97.80446758,30.26348871,0
434,-97.87492018,30.22154322,0
435,-97.77022988,30.37062146,0
436,-97.8543741,30.51907791,0
437,-97.76924513,30.15751766,0
438,-97.64735352,30.39462982,0
439,-97.80005841,30.26296156,0
440,-97.71186357,30.52673055,0
441,-97.69831051,30.35667742,0
442,-97.61785895,30.35732022,0
443,-97.80634979,30.47928561,0
444,-97.57966285,30.25240533,0
445,-97.74325521,30.16849341,0
446,-97.88227648,30.21032842,0
447,-97.65590979,30.44738799,0
448,-97.84788902,30.36082465,0
449,-97.69134304,30.36537618,0
450,-97.84947096,30.51879618,0
451,-97.73075913,30.37249176,0
452,-97.68295676,30.22949403,0
453,-97.62865852,30.26333049,0
454,-97.85992406,30.52345887,0
455,-97.86217085,30.55196213,0
456,-97.99498222,30.38835063,0
457,-97.79694032,30.23271985,0
458,-97.86128641,30.10396613,0
459,-97.61458007,30.42864586,0
460,-97.59816215,30.49983213,0
461,-97.69831072,30.49185615,0
462,-97.69086923,30.51559867,0
463,-97.77506932,30.36096812,0
464,-97.74085145,30.48609355,0
465,-97.71568921,30.36489112,0
466,-97.89293582,30.23915934,0
467,-97.79684829,30.49436268,0
468,-97.89086437,30.16841758,0
469,-97.7855438,30.32322209,0
470,-97.9904748,30.24178622,0
471,-97.88743007,30.37744806,0
472,-97.97694905,30.37355228,0
473,-97.64253923,30.47453573,0
474,-97.72834353,30.22045815,0
475,-97.85856381,30.45423024,0
476,-97.77553979,30.39822031,0
477,-97.68445111,30.46454014,0
478,-97.72244695,30.41389097,0
479,-97.66579445,30.50534123,0
480,-97.72475969,30.51170372,0
481,-97.97141506,30.31989382,0
482,-97.765349,30.42292067,0
483,-97.90306333,30.19597554,0
484,-97.61803245,30.48529733,0
485,-97.7541526,30.0486565,0
486,-97.99796593,30.38793221,0
487,-97.82334192,30.52963443,0
488,-97.61913404,30.48057657,0
489,-97.82494953,30.19616275,0
490,-97.77278189,30.2495946,0
491,-97.54293753,30.35761146,0
492,-97.98708217,30.32142936,0
493,-97.4536191,30.28018368,0
494,-97.70119012,30.21841226,0
495,-97.69746259,30.291203,0
496,-97.79914186,30.38448825,0
497,-97.83642346,30.21702234,0
498,-97.74782891,30.3851558,0
499,-97.80106835,30.50648013,0
500,-97.92010363,30.42600308,0
501,-97.75567882,30.13609694,0
502,-97.81375472,30.44330731,0
503,-97.86843642,30.19088925,0
504,-98.01770802,30.43370123,0
505,-97.71453659,30.31888691,0
506,-97.77002223,30.41462279,0
507,-97.78478925,30.19428331,0
508,-98.10386269,30.45845959,0
509,-97.74504344,30.15011645,0
510,-97.8132603,30.15619441,0
511,-97.89219488,30.18803676,0
512,-97.97981905,30.34010159,0
513,-97.63947938,30.29263301,0
514,-97.7262621,30.29463947,0
515,-97.79281709,30.49919414,0
516,-97.62776559,30.4307067,0
517,-97.62751623,30.22325501,0
518,-97.81312432,30.1447506,0
519,-97.76778263,30.42705361,0
520,-97.48655086,30.28090131,0
521,-97.89241849,30.3755073,0
522,-97.82681481,30.54838407,0
523,-97.80654705,30.18161218,0
524,-97.68693761,30.26252874,0
525,-97.84662325,30.14098349,0
526,-97.75950062,30.20341766,0
527,-97.60726054,30.35702815,0
528,-98.05618764,30.4013798,0
529,-97.80984813,30.45220045,0
530,-97.69096284,30.26699316,0
531,-97.70243987,30.22650749,0
532,-97.9952877,30.41927072,0
533,-97.75867498,30.23475163,0
534,-97.76936668,30.43369542,0
535,-97.87772506,30.20542003,0
536,-97.67051729,30.32406789,0
537,-97.67420848,30.4363744,0
538,-97.72387588,30.31326584,0
539,-97.85627027,30.20616466,0
540,-98.08115439,30.35357017,0
541,-97.73250435,30.50293688,0
542,-97.65745381,30.38080446,0
543,-97.7176125,30.32154688,0
544,-97.7949441,30.17369007,0
545,-97.89509293,30.31093715,0
546,-97.70400222,30.5140969,0
547,-97.70772407,30.33542032,0
548,-97.67562883,30.55341308,0
549,-98.02754024,30.34626413,0
550,-97.97892465,30.45097571,0
551,-97.74238149,30.43017293,0
552,-97.71462497,30.42616426,0
553,-97.83098082,30.24965,0
554,-97.80920538,30.44580431,0
555,-97.75205022,30.3628887,0
556,-97.72583815,30.33027549,0
557,-97.69436162,30.23906722,0
558,-97.81051441,30.33805602,0
559,-97.89598719,30.18992447,0
560,-97.72069894,30.39871608,0
561,-97.79975136,30.33971397,0
562,-97.98714194,30.36864177,0
563,-97.80758705,30.23480918,0
564,-97.84023628,30.14673888,0
565,-97.8223872,30.14439363,0
566,-97.63854463,30.20408353,0
567,-97.51050485,30.35340833,0
568,-97.68458578,30.46743645,0
569,-97.6748419,30.44097962,0
570,-97.83971216,30.48748189,0
571,-97.97087599,30.35834692,0
572,-97.74227162,30.27666332,0
573,-97.83290714,30.54982565,0
574,-97.83288451,30.54818878,0
575,-97.82638078,30.20466715,0
576,-97.74289375,30.19924846,0
577,-97.83027862,30.48968839,0
578,-97.58657732,30.49930911,0
579,-97.84923051,30.15588189,0
580,-97.92977989,30.25245142,0
581,-97.7638242,30.38836229,0
582,-97.63747992,30.32650465,0
583,-97.72797276,30.26247038,0
584,-97.62308414,30.43427331,0
585,-97.84861953,30.15851333,0
586,-97.75695695,30.2825591,0
587,-97.75157389,30.26761343,0
588,-97.63578634,30.46180837,0
589,-97.86427507,30.11838557,0
590,-97.54568616,30.36020822,0
591,-97.85160245,30.47027222,0
592,-97.90746089,30.37853995,0
593,-97.90820656,30.2063957,0
594,-97.73206517,30.22720337,0
595,-97.74950322,30.43765808,0
596,-98.05590319,30.39974996,0
597,-97.76916159,30.47557152,0
598,-97.60409043,30.34912353,0
599,-97.78244318,30.25215649,0
600,-97.58880129,30.22850587,0
601,-97.75421338,30.42147621,0
602,-97.78812147,30.36978001,0
603,-97.84421306,30.23612888,0
604,-98.03023717,30.42038302,0
605,-97.74546688,30.48078375,0
606,-97.82745429,30.44099505,0
607,-97.68772045,30.37716157,0
608,-97.6451682,30.49161293,0
609,-97.5699387,30.23857216,0
610,-98.07071782,30.40187099,0
611,-97.51948243,30.38112866,0
612,-97.70541778,30.28156758,0
613,-97.81159924,30.14536337,0
614,-97.88938906,30.39235859,0
615,-97.97351657,30.49248952,0
616,-97.76790313,30.49908224,0
617,-97.80976011,30.42631818,0
618,-97.78108319,30.28895385,0
619,-97.93144736,30.19468727,0
620,-97.84149134,30.28566634,0
621,-97.66645607,30.39586994,0
622,-97.74005365,30.50290123,0
623,-98.04554409,30.40870969,0
624,-97.68240849,30.29953773,0
625,-97.80155483,30.14282806,0
626,-97.91999601,30.41206801,0
627,-97.80201242,30.45441147,0
628,-97.63995855,30.42346481,0
629,-97.74096307,30.37309169,0
630,-97.70037034,30.36382396,0
631,-97.95803383,30.37937358,0
632,-97.74622951,30.27884075,0
633,-97.9561816,30.34916486,0
634,-97.97007601,30.59059655,0
635,-98.06961005,30.37162992,0
636,-97.68523309,30.47319348,0
637,-97.71264278,30.36343172,0
638,-97.98901769,30.36717816,0
639,-97.72821801,30.32926498,0
640,-98.08562716,30.43076373,0
641,-97.63927718,30.30118253,0
642,-97.80346698,30.24832429,0
643,-97.78292633,30.20350649,0
644,-97.83979624,30.15576078,0
645,-97.79917061,30.1789141,0
646,-97.74461617,30.29853744,0
647,-98.00909777,30.4260461,0
648,-97.71597819,30.27436049,0
649,-97.83650695,30.16097985,0
650,-98.00064405,30.48336572,0
651,-97.7305389,30.30528775,0
652,-98.03924203,30.30557168,0
653,-97.64978838,30.51218916,0
654,-97.71094604,30.38759372,0
655,-97.72124717,30.25069945,0
656,-97.79401343,30.44109041,0
657,-97.68239739,30.31032725,0
658,-97.68873183,30.45797279,0
659,-97.82916945,30.54227752,0
660,-97.73394141,30.19223521,0
661,-97.74350342,30.37251593,0
662,-97.7768562,30.46460082,0
663,-97.62165928,30.44949638,0
664,-98.02158383,30.64194783,0
665,-97.81374961,30.20237577,0
666,-97.56135699,30.35077909,0
667,-97.83521514,30.18415224,0
668,-97.89896017,30.36966105,0
669,-97.81683611,30.15350625,0
670,-97.77201533,30.32056248,0
671,-97.67312844,30.51219332,0
672,-97.66470087,30.21582917,0
673,-97.49699362,30.23166145,0
674,-97.89133013,30.30171913,0
675,-97.76125616,30.36162972,0
676,-97.75209621,30.21413203,0
677,-97.57232285,30.21420252,0
678,-97.76331724,30.3457273,0
679,-97.833601,30.1781719,0
680,-97.69966156,30.53287564,0
681,-97.82070568,30.45643713,0
682,-97.84325223,30.46044079,0
683,-97.55681734,30.47695757,0
684,-97.77184376,30.34478951,0
685,-97.73527996,30.08396882,0
686,-97.78007072,30.21966265,0
687,-97.83260048,30.28814719,0
688,-97.64026471,30.43856431,0
689,-97.72234128,30.28808806,0
690,-97.81156045,30.44924175,0
691,-97.75278255,30.40676056,0
692,-97.56721239,30.47815053,0
693,-97.69584231,30.35879399,0
694,-97.73859127,30.51737858,0
695,-97.70542324,30.34681475,0
696,-98.01008021,30.44646572,0
697,-97.6146756,30.49445068,0
698,-97.64476858,30.35876727,0
699,-97.64436625,30.18346745,0
700,-97.72976266,30.27617908,0
701,-97.79444083,30.23245828,0
702,-97.83767481,30.48650721,0
703,-97.63825674,30.41785236,0
704,-97.77234034,30.40420127,0
705,-97.74431592,30.17465358,0
706,-98.02938124,30.21499545,0
707,-97.90627073,30.35665921,0
708,-97.80319644,30.52221115,0
709,-97.67684981,30.3457997,0
710,-97.83859313,30.18463615,0
711,-97.79493035,30.2337543,0
712,-97.86403659,30.16882043,0
713,-97.89552763,30.53719831,0
714,-97.76320331,30.33384629,0
715,-97.71108382,30.31750166,0
716,-97.56631776,30.48312035,0
717,-97.99004024,30.47417167,0
718,-97.77797233,30.36059969,0
719,-97.91403505,30.25741431,0
720,-97.99574507,30.22101096,0
721,-97.66661968,30.315289,0
722,-97.85467447,30.1519537,0
723,-97.6557514,30.30675899,0
724,-97.7375418,30.50096537,0
725,-97.96014606,30.35176848,0
726,-97.90740972,30.25481479,0
727,-98.00516615,30.4224014,0
728,-97.74777212,30.29774303,0
729,-97.82746387,30.18804388,0
730,-97.64262882,30.30763486,0
731,-97.79343791,30.46027277,0
732,-97.8016065,30.4630391,0
733,-97.72251687,30.36223591,0
734,-97.66254903,30.37329596,0
735,-97.9213614,30.39401773,0
736,-97.73520053,30.26287078,0
737,-97.91603839,30.2420781,0
738,-97.8311647,30.23699127,0
739,-97.86189963,30.22651538,0
740,-97.79827152,30.37662712,0
741,-97.69049281,30.04298294,0
742,-97.68000997,30.36928471,0
743,-97.67996911,30.40377106,0
744,-97.80211459,30.15088818,0
745,-97.7754738,30.29641488,0
746,-97.7639243,30.22282553,0
747,-97.62307956,30.48720835,0
748,-97.6733262,30.55646789,0
749,-97.54622251,30.35950392,0
750,-97.86567766,30.23071087,0
751,-97.56911175,30.44954706,0
752,-97.80071369,30.47236935,0
753,-97.83789377,30.47174231,0
754,-97.73802287,30.14674256,0
755,-97.71670134,30.28266484,0
756,-97.87206407,30.15919791,0
757,-97.67854263,30.40582361,0
758,-97.76036204,30.33303893,0
759,-97.93265855,30.3123512,0
760,-98.01333587,30.35037479,0
761,-97.82904382,30.47879508,0
762,-97.84476996,30.53816636,0
763,-97.7967713,30.46079759,0
764,-98.00679763,30.42904553,0
765,-97.75773112,30.30093316,0
766,-97.56157793,30.35779289,0
767,-97.66535688,30.19304194,0
768,-97.84781025,30.48147451,0
769,-97.80565966,30.21942009,0
770,-97.83327399,30.49342666,0
771,-97.91815773,30.20092911,0
772,-97.88785264,30.35167708,0
773,-97.86157994,30.20837663,0
774,-97.73967148,30.22761789,0
775,-97.62980884,30.36263929,0
776,-97.82657736,30.4301654,0
777,-97.79009354,30.19535413,0
778,-97.69824216,30.21804148,0
779,-97.71266867,30.31942346,0
780,-97.68950246,30.32188257,0
781,-97.82507391,30.54955474,0
782,-97.93146062,30.57580867,0
783,-97.83588037,30.18043036,0
784,-97.73660096,30.36451585,0
785,-97.90161726,30.18701298,0
786,-97.60825883,30.42873505,0
787,-98.07660737,30.35297694,0
788,-97.97466924,30.38469947,0
789,-97.8061828,30.4331181,0
790,-97.83997559,30.43564214,0
791,-97.96530817,30.38657468,0
792,-98.05606735,30.36374156,0
793,-97.92288491,30.40628603,0
794,-97.86352573,30.37130765,0
795,-97.82979835,30.49212956,0
796,-97.62325902,30.26963522,0
797,-97.63461471,30.47831095,0
798,-97.85266821,30.46516073,0
799,-97.72773529,30.3677135,0
800,-97.62012019,30.28212753,0
801,-97.97095488,30.46504324,0
802,-97.6736481,30.38486322,0
803,-97.99570055,30.21903623,0
804,-97.7516745,30.17964276,0
805,-97.63788845,30.46251452,0
806,-97.83691786,30.0765261,0
807,-97.84637214,30.15255578,0
808,-97.73269418,30.24045353,0
809,-97.64962367,30.46723732,0
810,-97.68431089,30.2668063,0
811,-97.8170725,30.44989384,0
812,-97.75489192,30.24416691,0
813,-97.91538241,30.50217583,0
814,-97.42097104,30.35554666,0
815,-97.87241578,30.22002648,0
816,-97.66587465,30.49123605,0
817,-97.61721142,30.50990095,0
818,-97.95982848,30.34368753,0
819,-97.74217365,30.22831038,0
820,-97.7754465,30.45916007,0
